File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF848HFC	bigWig	signal p-value	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF094HMB, ENCFF147ZCK	266328427	ENCODE Processing Pipeline	d39002cf02689cf1211e46d49a82f01f		https://www.encodeproject.org/files/ENCFF848HFC/@@download/ENCFF848HFC.bigWig	GRCh38				released	s3://encode-public/2016/08/23/f884f195-19aa-4874-be52-a2926db3c61c/ENCFF848HFC.bigWig	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF098OZK	bigBed narrowPeak	peaks	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF265QJE	2296310	ENCODE Processing Pipeline	2a42016af96eb93f480b4a9d4633ceb3		https://www.encodeproject.org/files/ENCFF098OZK/@@download/ENCFF098OZK.bigBed	GRCh38				released	s3://encode-public/2016/08/23/581f5a71-ee0f-46a7-9015-e7cfe05f9ac9/ENCFF098OZK.bigBed	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF291SKI	bigBed narrowPeak	peaks	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF608EGM	2130843	ENCODE Processing Pipeline	368af4272e389bcdf32ac65364fc903c		https://www.encodeproject.org/files/ENCFF291SKI/@@download/ENCFF291SKI.bigBed	GRCh38				released	s3://encode-public/2016/08/23/db8cc76d-e0ae-4282-8247-8b3c0024b1e7/ENCFF291SKI.bigBed	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF123RBD	bigBed narrowPeak	peaks	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF271IHR	2281513	ENCODE Processing Pipeline	bef9f6fae6e753e589309af350856b2d		https://www.encodeproject.org/files/ENCFF123RBD/@@download/ENCFF123RBD.bigBed	GRCh38				released	s3://encode-public/2016/08/23/850f6c45-df09-4b51-91aa-71c85a95a85a/ENCFF123RBD.bigBed	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF452JBK	bigWig	signal p-value	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF094HMB, ENCFF822SQU	263373063	ENCODE Processing Pipeline	2ed675cbd2202eb374f70ee7c3083dfe		https://www.encodeproject.org/files/ENCFF452JBK/@@download/ENCFF452JBK.bigWig	GRCh38				released	s3://encode-public/2016/08/23/ffec18e8-a7c9-4be3-bac1-46b2f4f9ea1b/ENCFF452JBK.bigWig	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF669DTI	bigWig	signal p-value	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF094HMB, ENCFF147ZCK, ENCFF822SQU	252784215	ENCODE Processing Pipeline	d5111ed408fd41bc0d2d7d9405808bc8		https://www.encodeproject.org/files/ENCFF669DTI/@@download/ENCFF669DTI.bigWig	GRCh38				released	s3://encode-public/2016/08/23/4e94f250-cdba-4084-a1c4-46dbd38f7c68/ENCFF669DTI.bigWig	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF276HCS	bigWig	fold change over control	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF094HMB, ENCFF147ZCK	187355470	ENCODE Processing Pipeline	15ba808dab8706305fa8f1b160ec7be2		https://www.encodeproject.org/files/ENCFF276HCS/@@download/ENCFF276HCS.bigWig	GRCh38				released	s3://encode-public/2016/08/23/c7be7999-9d66-4ece-830e-fc3d3b82fc3a/ENCFF276HCS.bigWig	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF922VTJ	bigWig	fold change over control	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF094HMB, ENCFF822SQU	159259642	ENCODE Processing Pipeline	657300e00d90ff14c5f33d506436a211		https://www.encodeproject.org/files/ENCFF922VTJ/@@download/ENCFF922VTJ.bigWig	GRCh38				released	s3://encode-public/2016/08/23/98cd82fd-ff96-4c32-b900-45ce3d74f6f8/ENCFF922VTJ.bigWig	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF583MDQ	bigWig	fold change over control	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF094HMB, ENCFF147ZCK, ENCFF822SQU	290478471	ENCODE Processing Pipeline	a06e34eaa1c5eea4d0265ad8f517cc5b		https://www.encodeproject.org/files/ENCFF583MDQ/@@download/ENCFF583MDQ.bigWig	GRCh38				released	s3://encode-public/2016/08/23/a807575c-e30a-4e79-819d-ec01c2163c11/ENCFF583MDQ.bigWig	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF636FWF	bed narrowPeak	replicated peaks	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF265QJE, ENCFF271IHR, ENCFF608EGM	987814	ENCODE Processing Pipeline	b15fe763b45e6ee0e473927caa1cec64		https://www.encodeproject.org/files/ENCFF636FWF/@@download/ENCFF636FWF.bed.gz	GRCh38				released	s3://encode-public/2016/08/23/8f060f14-1c16-4534-a082-1b8f2bdde636/ENCFF636FWF.bed.gz	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF602ALN	bigBed narrowPeak	replicated peaks	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF636FWF	2005754	ENCODE Processing Pipeline	162a6e065a9bfc72eeaf71c19babde7c		https://www.encodeproject.org/files/ENCFF602ALN/@@download/ENCFF602ALN.bigBed	GRCh38				released	s3://encode-public/2016/08/23/51e10c44-eafd-43fb-914a-62388d651df8/ENCFF602ALN.bigBed	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF818UQV	bam	alignments	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2			36				ENCFF001EYE, ENCFF807MUK	635413588	ENCODE Processing Pipeline	43ae9b92e31ed8be412c2fc7dd13472d		https://www.encodeproject.org/files/ENCFF818UQV/@@download/ENCFF818UQV.bam	hg19				released	s3://encode-public/2017/10/26/0a9cc9c4-db94-499e-afc8-42e9fa4a28c6/ENCFF818UQV.bam	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF651KIN	bam	unfiltered alignments	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2			36				ENCFF001EYE, ENCFF807MUK	987942726	ENCODE Processing Pipeline	60752090e84bddc0d63e1ee59b1430a3		https://www.encodeproject.org/files/ENCFF651KIN/@@download/ENCFF651KIN.bam	hg19				released	s3://encode-public/2017/10/26/ac965836-4b3d-4537-b07f-432e1a309ac3/ENCFF651KIN.bam	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF576LOX	bam	unfiltered alignments	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1			36				ENCFF001EYF, ENCFF807MUK	1094447130	ENCODE Processing Pipeline	38eb5b9a2ea9b0b1166079fc1024f745		https://www.encodeproject.org/files/ENCFF576LOX/@@download/ENCFF576LOX.bam	hg19				released	s3://encode-public/2017/10/26/57e13593-0e28-461f-ad2f-e96a80fd1ed4/ENCFF576LOX.bam	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF342CXS	bam	alignments	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1			36				ENCFF001EYF, ENCFF807MUK	750471053	ENCODE Processing Pipeline	267fc744fdbb32cf0267bea55de69e8d		https://www.encodeproject.org/files/ENCFF342CXS/@@download/ENCFF342CXS.bam	hg19				released	s3://encode-public/2017/10/26/e5e5b987-40c1-47c1-973a-199db0faf83d/ENCFF342CXS.bam	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF496KDI	bigBed narrowPeak	peaks	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF253TVS	2289834	ENCODE Processing Pipeline	297f1b2bdc009eade347db5675cd06d7		https://www.encodeproject.org/files/ENCFF496KDI/@@download/ENCFF496KDI.bigBed	hg19				released	s3://encode-public/2017/10/27/c4b8b44d-9bf5-4011-8fc1-c148549652ed/ENCFF496KDI.bigBed	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF166QWE	bigWig	signal p-value	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF342CXS, ENCFF892TNJ	266319587	ENCODE Processing Pipeline	baa7d13badf276b430988c1b4eaf74ee		https://www.encodeproject.org/files/ENCFF166QWE/@@download/ENCFF166QWE.bigWig	hg19				released	s3://encode-public/2017/10/27/fdcdd611-8f44-4784-a3eb-b58dde6ae71e/ENCFF166QWE.bigWig	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF083GRO	bigBed narrowPeak	peaks	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF247YHM	2279674	ENCODE Processing Pipeline	7d602138c88024c901ca153417150934		https://www.encodeproject.org/files/ENCFF083GRO/@@download/ENCFF083GRO.bigBed	hg19				released	s3://encode-public/2017/10/27/b20148d0-7a5d-4cf7-bad7-8bb6e9eb30ec/ENCFF083GRO.bigBed	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF204NQX	bigWig	fold change over control	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF342CXS, ENCFF892TNJ	187759301	ENCODE Processing Pipeline	07b0e1a3c562fb1312e31996e1ffc75b		https://www.encodeproject.org/files/ENCFF204NQX/@@download/ENCFF204NQX.bigWig	hg19				released	s3://encode-public/2017/10/27/944932cd-54bd-46d4-834d-0b2ae71866b4/ENCFF204NQX.bigWig	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF274XHT	bigBed narrowPeak	replicated peaks	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF354MGT	2005678	ENCODE Processing Pipeline	952f11ce1233c704fe1d8c720bc94e3b		https://www.encodeproject.org/files/ENCFF274XHT/@@download/ENCFF274XHT.bigBed	hg19				released	s3://encode-public/2017/10/27/03ccc7ef-3600-4d5e-a66b-bcb02c515242/ENCFF274XHT.bigBed	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF754TJH	bigWig	signal p-value	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF818UQV, ENCFF892TNJ	263440047	ENCODE Processing Pipeline	d0824fad025ce0eaf33ec1578d85ccbe		https://www.encodeproject.org/files/ENCFF754TJH/@@download/ENCFF754TJH.bigWig	hg19				released	s3://encode-public/2017/10/27/e583454a-3cb0-4dc9-bc81-3ca3efa8c5bd/ENCFF754TJH.bigWig	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF875BXO	bigWig	signal p-value	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF342CXS, ENCFF818UQV, ENCFF892TNJ	252701392	ENCODE Processing Pipeline	f6f6a0f9461d804fea46694f5892f6ce		https://www.encodeproject.org/files/ENCFF875BXO/@@download/ENCFF875BXO.bigWig	hg19				released	s3://encode-public/2017/10/27/74338d8b-e643-4843-9d59-7c2af809c7f6/ENCFF875BXO.bigWig	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF354MGT	bed narrowPeak	replicated peaks	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF247YHM, ENCFF253TVS, ENCFF621QMO	987096	ENCODE Processing Pipeline	aa0a433bb480e4eb7a065a86976ac58d		https://www.encodeproject.org/files/ENCFF354MGT/@@download/ENCFF354MGT.bed.gz	hg19				released	s3://encode-public/2017/10/27/1f4779da-2a9f-4c4d-95cf-fd386b75d9b1/ENCFF354MGT.bed.gz	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF247YHM	bed narrowPeak	peaks	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1							ENCFF342CXS, ENCFF892TNJ	846729	ENCODE Processing Pipeline	d267b64f97c9273779a29938290a7376		https://www.encodeproject.org/files/ENCFF247YHM/@@download/ENCFF247YHM.bed.gz	hg19				released	s3://encode-public/2017/10/27/df3ce7be-f3c4-4e06-b4e6-e40363b225db/ENCFF247YHM.bed.gz	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF253TVS	bed narrowPeak	peaks	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF818UQV, ENCFF892TNJ	848385	ENCODE Processing Pipeline	e5223171efa759432bc78924ca23d1d9		https://www.encodeproject.org/files/ENCFF253TVS/@@download/ENCFF253TVS.bed.gz	hg19				released	s3://encode-public/2017/10/27/6e554001-09d9-4b76-a2ae-4dd36da4ac7e/ENCFF253TVS.bed.gz	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF448HQP	bigBed narrowPeak	peaks	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF621QMO	2130940	ENCODE Processing Pipeline	75172f6659d3939f66b9e83bb43d395b		https://www.encodeproject.org/files/ENCFF448HQP/@@download/ENCFF448HQP.bigBed	hg19				released	s3://encode-public/2017/10/27/565a7dba-e2d9-43fe-82ac-15cfe7606fe5/ENCFF448HQP.bigBed	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF442PHG	bigWig	fold change over control	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				2							ENCFF818UQV, ENCFF892TNJ	160421616	ENCODE Processing Pipeline	bd6d452760b67ba676e358847ec719a1		https://www.encodeproject.org/files/ENCFF442PHG/@@download/ENCFF442PHG.bigWig	hg19				released	s3://encode-public/2017/10/27/28ed6521-ab91-459f-aefe-a684dd4788dc/ENCFF442PHG.bigWig	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF674QZB	bigWig	fold change over control	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF342CXS, ENCFF818UQV, ENCFF892TNJ	291909377	ENCODE Processing Pipeline	e354f1dc494eb575f247b3d3189666ee		https://www.encodeproject.org/files/ENCFF674QZB/@@download/ENCFF674QZB.bigWig	hg19				released	s3://encode-public/2017/10/27/c51ed0e4-027b-42a0-abfd-83a8ac31ee45/ENCFF674QZB.bigWig	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF621QMO	bed narrowPeak	peaks	ENCSR000DRY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K4me3-human	DNA		see document	see document		False	2011-02-11	ENCODE				1, 2							ENCFF342CXS, ENCFF818UQV, ENCFF892TNJ	789320	ENCODE Processing Pipeline	0139e9956a933bdc61844f0a9d5dbd69		https://www.encodeproject.org/files/ENCFF621QMO/@@download/ENCFF621QMO.bed.gz	hg19				released	s3://encode-public/2017/10/27/1b2e4c59-2d03-45cb-88e6-01862d0500f2/ENCFF621QMO.bed.gz	low read length, low read depth, control low read depth, mild to moderate bottlenecking			
ENCFF000AUG	bam	alignments	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF000AUO	547072552	Bradley Bernstein, Broad	1ba455342f8f709ed05451911670b222		https://www.encodeproject.org/files/ENCFF000AUG/@@download/ENCFF000AUG.bam	hg19				archived	s3://encode-public/2010/11/16/9ada0cc2-fc2c-4a56-beaa-98ed9874d3ce/ENCFF000AUG.bam	low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF000AUH	bam	alignments	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF000AUK	677319758	Bradley Bernstein, Broad	ea6e13fe7b539e2c5ae9c90be82187a3		https://www.encodeproject.org/files/ENCFF000AUH/@@download/ENCFF000AUH.bam	hg19				archived	s3://encode-public/2010/11/16/1ede876a-a2d7-4320-a6fb-03c9de956741/ENCFF000AUH.bam	low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF000AUI	bigBed broadPeak	peaks	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE											ENCFF001SUP	2306450	Bradley Bernstein, Broad	bf5ad2d612d0cc2bc0b656ba360abb63		https://www.encodeproject.org/files/ENCFF000AUI/@@download/ENCFF000AUI.bigBed	hg19				archived	s3://encode-public/2010/11/16/5e00c00f-95b4-4c5d-b2f0-2bb503845aaf/ENCFF000AUI.broadPeak.bigbed	low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF000AUJ	bam	alignments	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				3							ENCFF000AUP	523787994	Bradley Bernstein, Broad	c6b3f1e9cf80624d98af423a6481da73		https://www.encodeproject.org/files/ENCFF000AUJ/@@download/ENCFF000AUJ.bam	hg19				archived	s3://encode-public/2010/11/16/f406cb45-9d66-4f21-a875-603858205e22/ENCFF000AUJ.bam	low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF000AUK	fastq	reads	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1	1	36		single-ended				762167970	Bradley Bernstein, Broad	a2385927ffca30929645b6e6b89a285f		https://www.encodeproject.org/files/ENCFF000AUK/@@download/ENCFF000AUK.fastq.gz			Illumina Genome Analyzer IIx	/files/ENCFF000ARK/	released	s3://encode-public/2010/11/16/59c51338-0ae5-401d-8893-3ae4019fb9b1/ENCFF000AUK.fastq.gz	low read length, inconsistent control read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF000AUL	bigWig	signal	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE												695266469	Bradley Bernstein, Broad	a9a5ca01a0726837838d8afafc7ff18b		https://www.encodeproject.org/files/ENCFF000AUL/@@download/ENCFF000AUL.bigWig	hg19				archived	s3://encode-public/2010/11/16/0f16bc07-3948-4147-a012-a88669656b03/ENCFF000AUL.bigWig	low read length, mild to moderate bottlenecking	missing derived_from	insufficient read depth	
ENCFF000AUO	fastq	reads	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				2	1	36		single-ended				664703214	Bradley Bernstein, Broad	9980390e6467efcd1f6009f17c8b6e95		https://www.encodeproject.org/files/ENCFF000AUO/@@download/ENCFF000AUO.fastq.gz			Illumina Genome Analyzer IIx	/files/ENCFF000ARO/	released	s3://encode-public/2010/11/16/d09db72b-fb31-4fe7-92cc-6e172b477d41/ENCFF000AUO.fastq.gz	low read length, inconsistent control read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF000AUP	fastq	reads	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				3	1	36		single-ended				633217136	Bradley Bernstein, Broad	9c0fa00263b57cfd1fea8c82a87cdef2		https://www.encodeproject.org/files/ENCFF000AUP/@@download/ENCFF000AUP.fastq.gz			Illumina Genome Analyzer IIx		released	s3://encode-public/2010/11/16/f37e608c-cebb-465f-8656-525a4bb0b6de/ENCFF000AUP.fastq.gz	low read length, mild to moderate bottlenecking		insufficient read depth, missing controlled_by	
ENCFF001SUP	bed broadPeak	peaks	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE												1189293	Bradley Bernstein, Broad	d0349429273520174599efee37d57393		https://www.encodeproject.org/files/ENCFF001SUP/@@download/ENCFF001SUP.bed.gz	hg19				archived	s3://encode-public/2010/11/16/79bbc16b-484b-44be-8304-2237aa7cbf86/ENCFF001SUP.broadPeak.gz	low read length, mild to moderate bottlenecking	missing derived_from	insufficient read depth	
ENCFF138CTR	bam	alignments	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				3			36				ENCFF000AUP, ENCFF807MUK	398031994	ENCODE Processing Pipeline	9238b7619be25f0541d086d7f9c8dc26		https://www.encodeproject.org/files/ENCFF138CTR/@@download/ENCFF138CTR.bam	hg19				released	s3://encode-public/2016/11/05/cee571dd-51d2-4c19-84cf-aabb1d747dfb/ENCFF138CTR.bam	low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF174MNM	bam	unfiltered alignments	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				2			36				ENCFF000AUO, ENCFF807MUK	847102821	ENCODE Processing Pipeline	c0589145d745bfa0303ecc48abc48bf7		https://www.encodeproject.org/files/ENCFF174MNM/@@download/ENCFF174MNM.bam	hg19				released	s3://encode-public/2016/11/05/b103d322-4469-47f3-b291-df3c716c05a0/ENCFF174MNM.bam	low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF331ODM	bam	alignments	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1			36				ENCFF000AUK, ENCFF807MUK	569219220	ENCODE Processing Pipeline	5c97e49b164a477c4755b472a377a91b		https://www.encodeproject.org/files/ENCFF331ODM/@@download/ENCFF331ODM.bam	hg19				released	s3://encode-public/2016/11/05/02218678-5a5b-4a6c-84ef-81ccb1c106ff/ENCFF331ODM.bam	low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF782FRS	bam	alignments	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				2			36				ENCFF000AUO, ENCFF807MUK	442537165	ENCODE Processing Pipeline	37fe7937d1df59e13ae418caa1f6ba89		https://www.encodeproject.org/files/ENCFF782FRS/@@download/ENCFF782FRS.bam	hg19				released	s3://encode-public/2016/11/05/fc38935d-2692-4c03-8bd5-5ceff9bdad83/ENCFF782FRS.bam	low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF353ALP	bam	unfiltered alignments	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				3			36				ENCFF000AUP, ENCFF807MUK	851661237	ENCODE Processing Pipeline	5230674b702add316005e23b48d04243		https://www.encodeproject.org/files/ENCFF353ALP/@@download/ENCFF353ALP.bam	hg19				released	s3://encode-public/2016/11/05/15a1f702-401b-4095-a72c-3f43a4dc8ccf/ENCFF353ALP.bam	low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF877WQX	bam	unfiltered alignments	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1			36				ENCFF000AUK, ENCFF807MUK	977842380	ENCODE Processing Pipeline	f0635171626c9741d5a9fe9704857fb8		https://www.encodeproject.org/files/ENCFF877WQX/@@download/ENCFF877WQX.bam	hg19				released	s3://encode-public/2016/11/05/1a201c9f-3bb2-47f2-9780-70099cd47b25/ENCFF877WQX.bam	low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF030QXS	bam	unfiltered alignments	ENCSR000AOX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K9me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1			36				ENCFF000AUK, ENCFF643CGH	986460628	ENCODE Processing Pipeline	061001b4b5b96bec9a00d0b34ee62c30		https://www.encodeproject.org/files/ENCFF030QXS/@@download/ENCFF030QXS.bam	GRCh38				released	s3://encode-public/2016/11/05/9247b3d7-da18-4ec1-ae4c-c39aac42e608/ENCFF030QXS.bam	low read length, mild to moderate bottlenecking		insufficient read depth	
